,az
3.24249267578125e-05,0.115478515625
0.0018775463104248047,0.11328125
0.0034749507904052734,0.109130859375
0.005060434341430664,0.107421875
0.006649971008300781,0.111572265625
0.008244037628173828,0.1103515625
0.009825944900512695,0.107666015625
0.011625051498413086,0.105712890625
0.013308048248291016,0.10888671875
0.01489877700805664,0.110107421875
0.0164797306060791,0.1103515625
0.018067598342895508,0.10791015625
0.01979994773864746,0.111083984375
0.021395206451416016,0.1015625
0.022974252700805664,0.107421875
0.024556398391723633,0.103515625
0.02613973617553711,0.1015625
0.02772068977355957,0.099609375
0.029300928115844727,0.10302734375
0.030887842178344727,0.099365234375
0.032479286193847656,0.0966796875
0.0341944694519043,0.10107421875
0.03578376770019531,0.0986328125
0.03737640380859375,0.093994140625
0.03895831108093262,0.10302734375
0.040544748306274414,0.0966796875
0.04213356971740723,0.099853515625
0.04371166229248047,0.123779296875
0.04529547691345215,0.10009765625
0.04700064659118652,0.09912109375
0.04865241050720215,0.09521484375
0.05039024353027344,0.1220703125
0.05203437805175781,0.087158203125
0.053971290588378906,0.089599609375
0.05570530891418457,0.0908203125
0.05737900733947754,0.090087890625
0.05897808074951172,0.090087890625
0.060565948486328125,0.09130859375
0.0621647834777832,0.08935546875
0.06375312805175781,0.088623046875
0.06534194946289062,0.083984375
0.06693315505981445,0.08447265625
0.06853318214416504,0.082275390625
0.07023477554321289,0.080078125
0.07183265686035156,0.076904296875
0.07342004776000977,0.086181640625
0.07508468627929688,0.084228515625
0.07679486274719238,0.082763671875
0.07838582992553711,0.083251953125
0.07997751235961914,0.08447265625
0.08155655860900879,0.08056640625
0.083160400390625,0.081787109375
0.08474469184875488,0.08203125
0.08633232116699219,0.07666015625
0.08792543411254883,0.081787109375
0.0895240306854248,0.07958984375
0.0911264419555664,0.078125
0.09271478652954102,0.07666015625
0.09430336952209473,0.075439453125
0.0960688591003418,0.075439453125
0.09767651557922363,0.07275390625
0.09926748275756836,0.06689453125
0.1008450984954834,0.07080078125
0.10248088836669922,0.072021484375
0.10405945777893066,0.072265625
0.10564231872558594,0.070556640625
0.10723328590393066,0.067626953125
0.10881161689758301,0.06640625
0.11040902137756348,0.06689453125
0.11200428009033203,0.067626953125
0.11359071731567383,0.06396484375
0.1151876449584961,0.064697265625
0.11699247360229492,0.05810546875
0.11858487129211426,0.059814453125
0.12039399147033691,0.064208984375
0.12204980850219727,0.056884765625
0.12363600730895996,0.05859375
0.1252138614654541,0.057373046875
0.1268758773803711,0.057861328125
0.12846922874450684,0.06103515625
0.13004803657531738,0.056640625
0.1316366195678711,0.058349609375
0.13321328163146973,0.060546875
0.1347973346710205,0.06298828125
0.13643097877502441,0.06494140625
0.13805794715881348,0.062744140625
0.13969945907592773,0.06103515625
0.1412954330444336,0.091552734375
0.14288043975830078,0.062255859375
0.14445924758911133,0.05908203125
0.14604640007019043,0.059814453125
0.14763569831848145,0.06298828125
0.1492159366607666,0.0341796875
0.15079927444458008,0.062255859375
0.15238308906555176,0.055908203125
0.1539597511291504,0.06494140625
0.1555469036102295,0.064697265625
0.1573338508605957,0.066162109375
0.15895843505859375,0.06396484375
0.16054558753967285,0.071044921875
0.16213178634643555,0.076416015625
0.16370892524719238,0.075439453125
0.1652967929840088,0.068359375
0.16699433326721191,0.0693359375
0.16858506202697754,0.071044921875
0.17018508911132812,0.076171875
0.17184805870056152,0.079833984375
0.17343568801879883,0.075927734375
0.1750187873840332,0.080810546875
0.1766033172607422,0.08642578125
0.1783301830291748,0.08056640625
0.17993640899658203,0.083251953125
0.18152165412902832,0.083984375
0.18309974670410156,0.082275390625
0.1846785545349121,0.090576171875
0.186265230178833,0.088623046875
0.18784856796264648,0.067626953125
0.1894242763519287,0.090087890625
0.1910080909729004,0.094970703125
0.19258499145507812,0.1015625
0.19422078132629395,0.100341796875
0.1957998275756836,0.099609375
0.1974012851715088,0.101806640625
0.19907593727111816,0.0986328125
0.2006847858428955,0.10400390625
0.2022843360900879,0.100830078125
0.20387578010559082,0.106201171875
0.20546388626098633,0.1083984375
0.20705389976501465,0.111083984375
0.2086482048034668,0.10302734375
0.21024632453918457,0.102783203125
0.21183347702026367,0.10302734375
0.2134244441986084,0.1064453125
0.21502184867858887,0.1142578125
0.21660351753234863,0.10986328125
0.21819567680358887,0.102294921875
0.21992087364196777,0.10986328125
0.2215864658355713,0.115478515625
0.22318029403686523,0.113037109375
0.22477221488952637,0.109375
0.2263500690460205,0.114501953125
0.2279343605041504,0.11376953125
0.22951698303222656,0.109619140625
0.23110604286193848,0.115234375
0.23268437385559082,0.11376953125
0.23427128791809082,0.1142578125
0.23586726188659668,0.11376953125
0.23745083808898926,0.114013671875
0.23904156684875488,0.11376953125
0.2407677173614502,0.116455078125
0.24236583709716797,0.1171875
0.2439439296722412,0.11962890625
0.24552583694458008,0.118408203125
0.2471165657043457,0.11376953125
0.24869632720947266,0.121337890625
0.25027942657470703,0.119384765625
0.25185704231262207,0.11474609375
0.253434419631958,0.12158203125
0.2550160884857178,0.116943359375
0.2565925121307373,0.11865234375
0.25822901725769043,0.12353515625
0.259812593460083,0.124755859375
0.2615060806274414,0.1201171875
0.2630908489227295,0.119140625
0.2646751403808594,0.123046875
0.26625776290893555,0.123779296875
0.26784396171569824,0.124755859375
